FID,OBJECTID,SLUM_CODE,SLUM_NAME,SRNO,CA,WARD_2017,PRABHAG_20,VILLEGE,LANDMARK,Road_Abutt,DECLARATIO,DECLARE_DT,DECLARE_AR,APPROX_HH,AREA_SQM,SNO_CTSNO_,OWNERSHIP,TENEBILITY,LANDUSE,POPULATION,SRA_STATUS,RAY_CODE_N,GIS_ID,SLUM_RATIN,Shape_Leng,Shape_Area,SCHEME_COV,DENSITY
378,360,1205131613,KAGADI PURA SAMRAT ASHOK NAGAR,388,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KAGADI PURA SAMRAT ASHOK NAGAR,INTERNAL PETH ROAD,NOT DECLARED, , ,51,2648.332462,"CTS.NO.904 TO 909, 892 TO 896",PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,306,PENDING PRAPOSAL BY DISHA INFRASTRUCTURE,0529,DHOL2310,79,222.3983846,2648.332462, ,193
379,361,1203093201,WARJE RAM NAGAR GOSAVI VASTI,305,CA-2,09 WARJE KARVE NAGAR,32 WARJE MALWADI,WARJE,WARJE RAM NAGAR,NO ACCESS ROAD,NOT DECLARED, , ,1734,69892.02203,"S.NO.35, 36",FOREST,UNTENABLE,FOREST ZONE,10404,NO,0418,WARJ3101,50,1320.037263,69892.02203, ,248
380,362,1203093204,WARJE RAM NAGAR LAXMI NAGAR,308,CA-2,09 WARJE KARVE NAGAR,32 WARJE MALWADI,WARJE,WARJE RAM NAGAR,NO ACCESS ROAD,NOT DECLARED, , ,456,16518.76856,"S.NO.35, 36",FOREST,UNTENABLE,FOREST ZONE,2736,NO,0421,WARJ3104,50,595.2451261,16518.76856, ,276
381,363,1203093202,WARJE RAM NAGAR KHAN VASTI,306,CA-2,09 WARJE KARVE NAGAR,32 WARJE MALWADI,WARJE,WARJE RAM NAGAR,NO ACCESS ROAD,NOT DECLARED, , ,1047,47778.77043,"S.NO.35, 36",FOREST,UNTENABLE,FOREST ZONE,6282,NO,0419,WARJ3102,50,1201.509768,47778.77043, ,219
382,364,1203083020,MHASOBA NAGAR,269,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,SINHAGAD ROAD,INTERNAL LAYOUT ROAD,NOT DECLARED, , ,60,1287.70899,FP.NO.566,PRIVATE,TENABLE,RESIDENTIAL ZONE,360,NO,0828,TILK5208,80,163.4686098,1287.70899, ,466
383,365,1203083019,LADKAT WADI SINHAGAD ROAD,268,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,SINHAGAD ROAD,INTERNAL LAYOUT ROAD,NOT DECLARED, , ,55,1257.243563,"FP.NO.571B, 572A",PRIVATE,UNTENABLE,RESERVATION PS-29,330,PRAPOSAL SUBMITTED BY KEDAR ASSSOCIATES,0826,TILK5207,77,146.2964714,1257.243563, ,437
384,366,1204112501,DHOBADWADI GHORAPADI,362,CA-1,11 VANWADI RAMTEKDI,25 VANAWADI,GHORPADI,DHOBADWADI GHORAPADI,18M DP ROAD,NOT DECLARED, , ,106,4628.826476,S.NO.66A,PRIVATE,TENABLE,RESIDENTIAL ZONE,636,NO,1508,KOND4105,77,305.3542973,4628.826476, ,229
385,367,1205132902,AMBIL ODHA S.NO.133,396,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,AMBIL ODHA,INTERNAL ROAD,NOT DECLARED, , ,635,13390.95254,"FP.NO.586, 587, 28, Nala",PRIVATE,TENABLE,EWS + RESIDENTIAL ZONE HCMTR NALA,3810,PRAPOSAL SUBMITTED BY KEDAR ASSOCIATES ON FP NO 586,1101,KASB5101,69,489.7241339,13390.95254, ,474
386,368,1203073507,S.NO.56/2 JAI MALHAR SANT NAGAR,232,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,SAHAKAR NAGAR,INTERNAL ROAD,DECLARED,MGG 06/01/2000 Pg 30,1744 SQM,62,1881.211486,S.NO.56/2,PRIVATE,TENABLE,EWS ZONE NALA GREEN BELT,372,NO,1008,SAHA6702,84,176.0580506,1881.211486, ,330
387,369,1203073515,S.NO.83 SANJAY NAGAR,240,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,JASHANKAR SOCAITY PARVATI,INTERNAL ROAD,DECLARED,MGG 12/04/2001 Pg 1107,1445 SQM,70,1792.449121,S.NO.83,PRIVATE,TENABLE,RESIDENTIAL ZONE,420,NO,1017,SAHA6709,87,202.1577002,1792.449121, ,391
388,370,1201010309,ZUNZAR VASTI YERAWADA,9,CA-3,01 NAGAR ROAD VADGAONSHERI,03 VIMAN NAGAR SOMNATH NAGAR,WADGAONSHERI,AIRPORT ROAD,30M DP ROAD,NOT DECLARED, , ,36,927.6819899,S.NO.30,PRIVATE + PMC,REMOVED,RESERVATION C2-14,216,SLUM SEEMS TO BE REMOVED,0721,NAGA0306,0,156.0087071,927.6819899, ,388
389,371,1205131616,PARAGE CHOWK BHAVANI PETH,391,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,MANGALWAR  PETH,PARAGE CHOWK,24M DP ROAD,NOT DECLARED, , ,15,333.4259921,"CTS.NO.413, 156",PRIVATE,TENABLE,RESIDENTIAL ZONE,90,NO,0546,DHOL2314,80,84.61699396,333.4259921, ,450
390,372,1204102204,GAUTAM NAGAR PATHARE VASTI MUNDAWA,312,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,BHARAT FORGE,24M DP ROAD,NOT DECLARED, , ,61,2053.0244,S.NO.70,PRIVATE,UNTENABLE,24M DP ROAD,366,NO,0520,DHOL2002,54,276.7197011,2053.0244, ,297
391,373,1201032131,SHRINATH NAGAR,115,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,SHRINATH NAGAR GHORPADI,INTERNAL ROAD,NOT DECLARED, , ,112,2464.813894,S.NO.71,STATE GOVT,TENABLE,RESIDENTIAL ZONE,672,NO,1531,KOND4114,85,359.4996489,2464.813894, ,454
392,374,1204102212,MUNDWA HADAPSAR SHAHU NAGAR / SHAHU VASTI,320,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,SHAHU NAGAR MUNDHWA,24M DP ROAD,DECLARED,MGG 31/10/1984 Pg 5,3500 SQM,133,4387.198089,S.NO.49,PRIVATE,TENABLE,RESIDENTIAL ZONE RAILWAY ZONE DP ROAD,798,PRAPOSAL SUBMITTED BY D P ASSOCIATES,0543,DHOL2008,78,313.3101117,4387.198089,WHOLE SLUM,303
393,375,1201032013,POONA CLUB,74,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,KASBE PUNE,POONA CLUB,INTERNAL ACCESS ROAD,NOT DECLARED, , ,63,2625.410939,S.NO.418,PRIVATE,TENABLE,RESIDENTIAL ZONE,378,NO,0549,DHOL4008,80,285.5897673,2625.410939, ,240
394,376,1205131619,SHRAMIK NAGAR NEAR NALA,394,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,MANIK NALA,18M DP ROAD,NOT DECLARED, , ,125,6007.957685,"CTS.NO.158 TO 197, FP.No.6",PRIVATE,TENABLE,EWS ZONE,750,NO,0562,DHOL4013,76,304.5248668,6007.957685, ,208
395,377,1203083004,CHUNA BHATTI,253,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,P.L.DESHPANDE UDYAN,NO ACCESS ROAD,NOT DECLARED, , ,90,7531.987979,FP.NO.537,PRIVATE + PMC,UNTENABLE,RECREATIONAL ZONE,540,NEEDS CONFIRMATION FROM PMC,0806,TILK5303,47,559.2919119,7531.987979, ,119
396,378,1203083026,SAVITRI PHULE VASAHAT,275,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,P.L.DESHPANDE UDYAN,45M SINHAGAD ROAD,NOT DECLARED, , ,212,4954.820393,FP.NO.537,PRIVATE,TENABLE,EWS ZONE DP ROAD,1272,NO,0836,TILK5311,72,318.1157455,4954.820393, ,428
397,379,1204102208,KHARADKAR VASTI 2 SHAHU NAGAR,316,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,MUNDHWA,KHARADKAR VASTI 2 SHAHU NAGAR,24M DP ROAD,NOT DECLARED, , ,71,4006.399583,"S.NO.101, 62",PRIVATE,UNTENABLE,RESIDENTIAL ZONE RAILWAY ZONE DP ROAD,426,NO,0533,DHOL2005,54,399.4556632,4006.399583, ,177
398,380,1205141814,TALAI VASTI GURUWAR PETH,438,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,GURUWAR PETH,TALAI VASTI GURUWAR PETH,INTERNAL PETH ROAD,DECLARED,MGG 31/10/1984 Pg 4,739 SQM,41,1117.894101,"CTS.NO.223, 220/4A, 224",PRIVATE,TENABLE,RESERVATION PS-6 DP ROAD,246,NO,0965,BHAV5906,79,184.8033246,1117.894101, ,367
399,381,1205152804,YASIN YUG DARGA PARVATI,480,CA-1,15 BIBVEWADI,28 SALISBURY PARK MAHARSHI NAGAR,TPS-III,YASIN YUG DARGA PARVATI,INTERNAL ROAD,DECLARED,MGG 31/10/1984 Pg 5,2557 SQM,131,6604.589062,FP.NO.465,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,786,NO,1411,BIBE6403,81,323.6649787,6604.589062, ,198
400,382,1202050719,SAMBHAJI NAGAR NADI KINARA WAKADEWADI,170,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,SANGAMWADI TPS,PMC STP WAKADEWADI,INTERNAL ROAD,NOT DECLARED, , ,97,5054.326396,FP.NO.53,PRIVATE,TENABLE,RESIDENTIAL ZONE PSP ZONE,582,NO,0239,GHOL1310,76,346.9665989,5054.326396, ,192
401,383,1203083402,RAJIV GANDHI NAGAR VITHHAL WADI,282,CA-1,08 SINHAGAD ROAD,34 VADGAON BU HINGNE KH,HINGNE KH,MUTHA RIGHT BANK CANAL,CANAL ROAD,NOT DECLARED, , ,90,3917.030123,S.NO.23,PRIVATE,UNTENABLE,HTHS BDP-4 ZONE,540,NO,0834,TILK5310,63,350.1601136,3917.030123, ,230
402,384,1204112418,TUPE PATIL VASAHAT,358,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,60M DP ROAD,NOT DECLARED, , ,25,663.3757405,S.NO.257,PRIVATE,TENABLE,RESIDENTIAL ZONE,150,NO,1225,HADA4209,75,168.6082079,663.3757405, ,377
403,385,1205141706,DOKE TALIM NANA PETH,417,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,NANA PETH,NANA  PETH,INTERNAL ROAD,NOT DECLARED, , ,113,3343.312042,"CTS.NO.13/1, 13/2, 13 TO 20, 21/2, 53",PRIVATE + PMC,TENABLE,EWS ZONE,678,NO,0922,BHAV4801,72,346.9272422,3343.312042, ,338
404,386,1205141712,SANT ROHIDAS NAGAR,423,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,NANA PETH,NANA  PETH,INTERNAL PETH ROAD,DECLARED,MGG 11/01/1990 Pg 100,260.8 SQM,87,1150.769181,"CTS.NO.115 TO 117, 1098 TO 1110",PRIVATE,TENABLE,RESIDENTIAL ZONE,522,NO,0962,BHAV4804,84,167.0087746,1150.769181, ,756
405,387,1205141707,GANESH PETH NAVJIVAN,418,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,GANESH PETH,GANESH PETH FISH MARKET,INTERNAL PETH ROAD,NOT DECLARED, , ,29,1867.647793,"CTS.NO.237/1 TO 237/7, 232, 236",PRIVATE + STATE GOVT,TENABLE,RESIDENTIAL ZONE + RESERVATION MP2 PSP,174,PRAPOSAL SUBMITTED BY RAFE LAKADWALA VHENTURES,0925,BHAV4802,69,190.9799978,1867.647793, ,155
406,388,1201032107,DARAWADE MALA GHORAPADI,91,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,FCI GODOWNS KOREGAON PARK,LANE G KOREGOAN PARK,DECLARED,MGG 22/11/1994 Pg 2064,2700.5 SQM,191,8575.477002,"FP.NO.412, PLOT NO101, 102 KOREGAON ESTATE",PRIVATE + RAILWAY,TENABLE,PSP ZONE EWS ZONE,1146,NO,0517,DHOL2103,81,654.8341964,8575.477002, ,223
407,389,1203091303,DNYANANDA VASAHAT 1+2,286,CA-2,09 WARJE KARVE NAGAR,13 ERANDWANA HAPPY COLONY,HINGNE BU,MUTHA RIVER,36M DP ROAD,NOT DECLARED, , ,82,1680.236444,S.NO.47,PRIVATE,UNTENABLE,GREEN BELT,492,NO,0403,WARJ3502,56,179.7927752,1680.236444, ,488
408,390,1205132906,GURUDATTA NAGAR NEAR SATIASARA DATTAWADI,400,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,SATIASARA DATTAWADI,INTERNAL ROAD,NOT DECLARED, , ,105,1897.42127,FP.NO.558,PRIVATE,TENABLE,RESIDENTIAL + GARDEN ZONE,630,NO,0815,TILK5204,66,211.2733981,1897.42127, ,553
409,391,1203083025,SATI ASARA VASAHAT 350-351 DATTAWADI,274,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,DATTAWADI,18M DP ROAD,NOT DECLARED, , ,42,879.6561469,FP.NO.558,PRIVATE,UNTENABLE,DP ROAD,252,NO,0835,TILK5209,56,131.3869729,879.6561469, ,477
410,392,1205132901,AMBEDKAR NAGAR,395,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,MHATRE BRIDGE,INTERNAL ROAD,NOT DECLARED, , ,116,1841.378036,FP.NO.558,PRIVATE,UNTENABLE,RESERVATION PG-22,696,NO,0803,TILK5202,56,171.4329358,1841.378036, ,630
411,393,1201032016,SACHAPIR VASTI RASTA PETH,77,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,RASTA PETH,TILAK AURVEDIK VIDYALAY VASTIGRUH,INTERNAL LAYOUT ROAD,DECLARED,MGG 28/03/1996 Pg 533,1108 SQM,65,1238.703013,"CTS.NO.368,369,370",PRIVATE,TENABLE,RESIDENTIAL ZONE,390,NO,0555,DHOL4010,84,140.4032379,1238.703013, ,525
412,394,1205132907,HANUMAN NAGAR FALAKE PLOT,401,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,HANUMAN NAGAR FALAKE PLOT,INTERNAL ROAD,NOT DECLARED, , ,215,4879.597325,"FP.NO.564, 576, 577, 578, Nala",PRIVATE,UNTENABLE,GREEN BELT HCMTR RESIDENTIAL ZONE,1290,NO,0816,TILK5205,50,467.5099105,4879.597325, ,441
413,395,1202040815,GANESH NAGAR BOPODI,133,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BOPODI GAOTHAN,INTERNAL ACCESS ROAD,NOT DECLARED, , ,62,2783.234605,S.NO.1A,PRIVATE,TENABLE,EWS ZONE RESIDENTIAL ZONE,372,NO,0116,AUND0610,55,234.1670573,2783.234605, ,223
414,396,1202040821,NAIK CHAWL BOPODI,139,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,BOPODI GAOTHAN,30M DP ROAD,NOT DECLARED, , ,182,7062.156534,S.NO.1A,PRIVATE,TENABLE,EWS ZONE,1092,NO,0125,AUND0616,55,340.4927529,7062.156534, ,258
415,403,1205141908,FAKIR MOHAMMED CHAWL,447,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,FAKIR MOHAMMED CHAWL,INTERNAL PETH ROAD,NOT DECLARED, , ,99,1853.503686,"CTS.NO.743, 744",PRIVATE,COMPLETED,RESIDENTIAL ZONE,594,SRA SCHEME COMPLETED BY CLASSIC DEVELOPERS,0923,BHAV4702,76,220.9262868,1853.503686, ,534
416,404,1203073501,PADMAVATI,226,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,S.NO.64/1 JANSEVA AMBIL NALA PARVATI,INTERNAL ROAD,DECLARED,MGG 27/04/2000 Pg 683,1853 SQM,24,943.7835503,"S.NO.64/5, 64/6",PRIVATE,TENABLE,RESIDENTIAL + SLUM ZONE,144,NO,1010,SAHA6703,88,143.0710722,943.7835503, ,254
417,405,1201020618,SHADALBABA DARGA YERAWADA,53,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,SHADALBABA DARGA YERAWADA,30M DP ROAD,NOT DECLARED, , ,80,3321.850123,"S.NO.30, 248A, 248B",PRIVATE,UNTENABLE,PSP ZONE GREEN BELT,480,NO,0630,SANG1408,54,296.7323584,3321.850123, ,241
418,406,1203083403,TUKAI NAGAR VADGAON BK,283,CA-1,08 SINHAGAD ROAD,34 VADGAON BU HINGNE KH,HINGNE KH,MUTHA RIGHT BANK CANAL,24M DP ROAD,NOT DECLARED, , ,644,25700.13218,S.NO.14,PRIVATE,UNTENABLE,BDP-4 PSP ZONE,3864,NO,0838,TILK5501,53,750.2369312,25700.13218, ,251
419,407,1205141905,BHAVANI PETH BHAVANI MATA MANDIR,444,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,BHAWANI PETH,BHAVANI PETH BHAVANI MATA MANDIR,18M DP ROAD,NOT DECLARED, , ,95,9191.315743,CTS.NO.822 TO 825,STATE GOVT + TRUST,TENABLE,EWS ZONE RESIDENTIAL ZONE,570,NO,0917,BHAV4701,78,503.3040125,9191.315743, ,103
420,408,1205131608,HINDSEVA KUDALEWADA MANGALWAR PETH,383,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KUDALEWADA,24M DP ROAD,NOT DECLARED, , ,27,772.1674255,"FP.NO.5, 9",PRIVATE,TENABLE,RESIDENTIAL ZONE,162,NO,0521,DHOL4006,83,122.5498316,772.1674255, ,350
421,409,1202050718,RAJIV GANDHI NAGAR SANGAM WADI,169,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,YERAWADA,SANGAMWADI ROAD,30M DP ROAD SANGAMWADI,NOT DECLARED, , ,69,1961.424106,"S.NO.60, 61",PRIVATE,UNTENABLE,RESERVATION PG-74 AND DP ROAD,414,NO,0233,GHOL1309,54,185.1710444,1961.424106, ,352
422,410,1203083401,MAHADEV NAGAR HINGANE,281,CA-1,08 SINHAGAD ROAD,34 VADGAON BU HINGNE KH,HINGNE KH,MUTHA RIGHT BANK CANAL,CANAL ROAD,NOT DECLARED, , ,340,6066.907122,S.NO.13,PRIVATE,TENABLE,RESIDENTIAL ZONE,2040,NO,0827,TILK5309,75,356.5888367,6066.907122, ,560
423,411,1203073503,S.NO.43 SHIVDARSHAN NEAR CHAWL NO.125 & 127,228,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,PARVATI,PARVATI INDUSTRIAL ESTATE,24M DP ROAD,NOT DECLARED, , ,51,4691.94172,S.NO.43/2B2/2,STATE GOVT,TENABLE,RESIDENTIAL ZONE,306,PRAPOSAL SUBMITTED BY AMIT ENTERPRISES,1005,SAHA6711,90,278.7218513,4691.94172, ,109
424,412,1202061209,SIDHARTH NAGAR GUJARAT COLONY,224,CA-2,06 KOTHRUD BAVDHAN,12 MAYUR COLONY DAHANUKAR COLONY,KOTHRUD,KOTHRUD,INTERNAL ROAD,NOT DECLARED, , ,101,1670.445504,S.NO.138,PRIVATE,TENABLE,RESIDENTIAL ZONE,606,PRAPOSAL SUBMITTED BY YASH BUILDCON,0319,KOTH3402,79,168.7848335,1670.445504, ,605
425,413,1202061206,SAMRAT ASHOK NAGAR GUJARAT COLONY,221,CA-2,06 KOTHRUD BAVDHAN,12 MAYUR COLONY DAHANUKAR COLONY,KOTHRUD,GUJRAT COLONY KOTHRUD,18M DP ROAD,DECLARED,MGG 25/01/1990 Pg 205,4657 SQM,22,638.7805652,S.NO.88/4,PRIVATE,TENABLE,RESIDENTIAL ZONE,132,PRAPOSAL SUBMITTED BY YASH BUILDCON,0322,KOTH3401,86,107.3105746,638.7805652, ,344
426,414,1201020212,PORWAL PARK YERAWADA,32,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,NEAR MENTALHOSPITAL QUARTER YERAWADA,24M DP ROAD,NOT DECLARED, , ,42,2376.29481,S.NO.108,PRIVATE,TENABLE,RESIDENTIAL ZONE,252,NO,0622,SANG1605,74,196.3593362,2376.29481, ,177
427,415,1205141708,MANIK NALA BHAVANI PETH,419,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,NANA PETH,MANIK NALA BHAVANI PETH,NO ACCESS ROAD,NOT DECLARED, , ,42,886.2945102,"CTS.NO.714,715,716,717,718B,719,720",PRIVATE + STATE GOVT,UNTENABLE,NALA COMMERTIAL ZONE,252,NO,0955,BHAV3902,54,202.4939473,886.2945102, ,474
428,416,1202051414,RAMNARAYAN BUNGLOW F.C. ROAD,190,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,DNYANESHWAR PADULA CHOWK,30M DP FC ROAD,DECLARED,MGG 17/05/1984 Pg 1656,602 SQM,70,2169.210655,FP.NO.560,PRIVATE,TENABLE,RESIDENTIAL ZONE,420,PRAPOSAL SUBMITTED BY PALASH DEVELOPER,0236,GHOL2407,87,243.4011668,2169.210655, ,323
429,417,1202051417,SANAS PLOT,193,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,DEENDAYAL HOSPITAL FC ROAD,CANAL ROAD,NOT DECLARED, , ,15,499.6845424,FP.NO.312,PRIVATE,TENABLE,RESIDENTIAL ZONE,90,NO,0240,GHOL2409,77,129.488132,499.6845424, ,300
430,418,1205141809,ANNABHAU SATHE NAGAR BHAVANI PETH,433,CA-1,14 BHAVANI PETH,18 KHADAKMAL ALI M PHULE PETH,GANJ PETH,BHARAT CINEMA,INTERNAL PETH ROAD,DECLARED,MGG 28/07/1983 Pg 1649,471.6 SQM,275,2353.392707,"CTS.NO.960, 961, 962, 963",PRIVATE,TENABLE,RESIDENTIAL ZONE,1650,NO,0914,BHAV5902,85,217.8191788,2353.392707, ,1169
431,419,1201032005,BHOLAIKHANA MANGALWAR PETH,66,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,KASBE PUNE,NARAPATGIRI CHOWK,INTERNAL ROAD,DECLARED,MGG 06/04/1995 Pg 646,6650.5 SQM,43,5784.620167,"CTS.NO.391, 391 (S.NO.45)",PRIVATE,TENABLE,RESIDENTIAL ZONE,258,NO,0512,DHOL4003,85,313.4576748,5784.620167, ,74
432,420,1205131617,RAMAYAN MITRA MANDAL,392,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,RAMAYAN MITRA MANDAL,18M DP ROAD,NOT DECLARED, , ,97,2442.514542,FP.NO.4,PRIVATE,TENABLE,RESIDENTIAL ZONE,582,NO,0553,DHOL4009,79,293.5324178,2442.514542, ,397
433,421,1205132913,S.NO.38 39 PARVATI DARSHAN SAIBABA MANDIR,407,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,PARVATI DARSHAN SAIBABA MANDIR,INTERNAL ROAD,DECLARED,MGG 17/02/2000 Pg 303,_____ SQM,108,1918.137967,"FP.NO.503, Gaothan",PRIVATE,COMPLETED,RESIDENTIAL ZONE,648,SRA SCHEME COMPLETED BY ZAGADE ASSOCIATES,1003,SAHA5703,85,192.9857006,1918.137967, ,563
434,422,1203073505,RAJIV GANDHI NAGAR DHANAKWADI,230,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,DHANAKWADI,TIN HATTI CHOWK,24M DP ROAD,NOT DECLARED, , ,71,1573.238846,S.NO.12,PRIVATE,TENABLE,EWS ZONE,426,NO,1306,DHAN6902,81,187.0206503,1573.238846, ,451
435,423,1202051405,HUSSAIN B BUILDING,181,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,CIVIL COURT,24M DP ROAD,NOT DECLARED, , ,50,1355.134075,FP.NO.786,PRIVATE,COMPLETED,RESIDENTIAL ZONE,300,SRA SCHEME COMPLETED BY OM ARODE CONSTRUCTION,0210,GHOL2402,81,171.6840995,1355.134075, ,369
436,424,1205131612,KAGADI PURA MANGALWAR PETH,387,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,KAGADI PURA MANGALWAR PETH,INTERNAL PETH ROAD,NOT DECLARED, , ,62,1107.382315,CTS.NO.928,PRIVATE,TENABLE,EWS ZONE,372,PRAPOSAL SUBMITTED BY KEDAR ASSOCIATES,0528,DHOL2309,81,152.1462784,1107.382315, ,560
437,425,1204102205,JIJAMATA SLUM,313,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,HADAPSAR,SOLAPUR ROAD,CANAL ROAD,NOT DECLARED, , ,150,7213.036416,S.NO.15,PRIVATE,TENABLE,RESIDENTIAL ZONE,900,NO,1208,HADA4303,73,579.6725675,7213.036416, ,208
438,426,1205132909,JOSHI VASTI,403,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,NAVI  PETH,JOSHI VASTI,36M DP ROAD,DECLARED,MGG 06/09/1990 Pg 1979,3264.05 SQM,167,3757.896914,"CTS.NO.12, 14, 15, 16, 17, 19",PRIVATE + TRUST,TENABLE,RESERVATION SI-2,1002,NO,0824,TILK5206,84,302.4282345,3757.896914, ,444
439,427,1204112702,SAMTA NAGAR KONDWA,370,CA-1,11 VANWADI RAMTEKDI,27 KONDHWA KH MITHA NAGAR,BIBVEWADI,PUNE CANTONMENT,36M DP ROAD,DECLARED,MGG 11/01/2001 Pg 114,4852.60 SQM,235,5291.913874,S.NO.601,PRIVATE,TENABLE,EWS ZONE,1410,NO,1526,KOND6304,80,367.2628028,5291.913874, ,444
440,428,1205141901,231 DHOBI GHAT GHORPADE PETH,440,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,LOHIYA NAGAR,30M DP ROAD,NOT DECLARED, , ,32,2100.381129,"FP.NO.276+277, 281+284",PMC,UNTENABLE,M 2.47 NEW RESERVATION FOR TRANSPORTAION HUB IS PROPOSED AS SHOWN ON MAP,192,NO,0903,BHAV6519,54,245.7979896,2100.381129, ,152
441,429,1204102603,INDIRA GANDHI VASAHAT,338,CA-1,10 HADAPSAR MUNDHWA,26 MOHAMMADWADI KAUSARBAG,KONDWA KH,SAHYADRI SOCAITY,24M DP ROAD,DECLARED,MGG 09/11/2000 Pg 2409,1000 SQM,29,605.6702442,S.NO.17,PRIVATE,TENABLE,RESIDENTIAL ZONE,174,NO,1511,KOND6101,95,100.3126987,605.6702442, ,479
442,430,1205141705,CHAMBHAR VASTI 561 NANA PETH,416,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,NANA PETH,ARUNA CHOWK BHAVANI PETH,INTERNAL PETH ROAD,NOT DECLARED, , ,153,7088.891505,"CTS.NO.560,561B,561C,561D,562",PRIVATE + STATE GOVT + TRUST,TENABLE,RESERVATION PS&HS-11,918,PRAPOSAL SUBMITTED BY ANAND DEVELOPERS,0919,BHAV3901,66,375.5688763,7088.891505, ,216
